jumlah_kk,jumlah_pen,kepadatan_,nama_kab_s,nama_kec_s,nama_prop_
1888,7860,76.56,TIMOR TENGAH SELATAN,MOLLO TENGAH,NUSA TENGGARA TIMUR
2560,10691,105.08,TIMOR TENGAH SELATAN,TOBU,NUSA TENGGARA TIMUR
1383,5394,38.97,TIMOR TENGAH SELATAN,NUNBENA,NUSA TENGGARA TIMUR
3035,12820,149.91,TIMOR TENGAH UTARA,MIOMAFO TIMUR,NUSA TENGGARA TIMUR
3835,17214,142.31,TIMOR TENGAH UTARA,MIOMAFO BARAT,NUSA TENGGARA TIMUR
2157,9331,64.61,TIMOR TENGAH UTARA,BIBOKI SELATAN,NUSA TENGGARA TIMUR
3241,13442,96.89,TIMOR TENGAH UTARA,NOEMUTI,NUSA TENGGARA TIMUR
10528,46949,613.55,TIMOR TENGAH UTARA,KOTA KEFAMENANU,NUSA TENGGARA TIMUR
2393,11546,175.63,TIMOR TENGAH UTARA,BIBOKI UTARA,NUSA TENGGARA TIMUR
3391,16879,56.79,TIMOR TENGAH UTARA,BIBOKI ANLEU,NUSA TENGGARA TIMUR
4806,20574,79.17,TIMOR TENGAH UTARA,INSANA,NUSA TENGGARA TIMUR
2177,10297,73.87,TIMOR TENGAH UTARA,INSANA UTARA,NUSA TENGGARA TIMUR
1089,4299,79.07,TIMOR TENGAH UTARA,NOEMUTI TIMUR,NUSA TENGGARA TIMUR
1497,6266,102.64,TIMOR TENGAH UTARA,MIOMAFFO TENGAH,NUSA TENGGARA TIMUR
1206,5225,125.69,TIMOR TENGAH UTARA,MUSI,NUSA TENGGARA TIMUR
1733,7742,40.06,TIMOR TENGAH UTARA,MUTIS,NUSA TENGGARA TIMUR
2513,10270,73.54,TIMOR TENGAH UTARA,BIKOMI SELATAN,NUSA TENGGARA TIMUR
1818,7862,170.76,TIMOR TENGAH UTARA,BIKOMI TENGAH,NUSA TENGGARA TIMUR
1214,5245,125.93,TIMOR TENGAH UTARA,BIKOMI NILULAT,NUSA TENGGARA TIMUR
1574,6991,137.7,TIMOR TENGAH UTARA,BIKOMI UTARA,NUSA TENGGARA TIMUR
1260,6089,59.46,TIMOR TENGAH UTARA,NAIBENU,NUSA TENGGARA TIMUR
1412,5737,73.73,TIMOR TENGAH UTARA,INSANA FAFINESU,NUSA TENGGARA TIMUR
2367,10125,107.34,TIMOR TENGAH UTARA,INSANA BARAT,NUSA TENGGARA TIMUR
2462,10461,85.16,TIMOR TENGAH UTARA,INSANA TENGAH,NUSA TENGGARA TIMUR
1233,5532,88.98,TIMOR TENGAH UTARA,BIBOKI TAN PAH,NUSA TENGGARA TIMUR
1623,7806,51.37,TIMOR TENGAH UTARA,BIBOKI MOENLEU,NUSA TENGGARA TIMUR
947,4447,37.75,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,NUSA TENGGARA TIMUR
2954,11903,126.06,BELU,LAMAKNEN,NUSA TENGGARA TIMUR
5878,24072,112.03,BELU,TASIFETOTIMUR,NUSA TENGGARA TIMUR
3331,13723,177.35,BELU,RAIHAT,NUSA TENGGARA TIMUR
5400,24576,107.48,BELU,TASIFETO BARAT,NUSA TENGGARA TIMUR
5148,20690,156.22,BELU,KAKULUK MESAK,NUSA TENGGARA TIMUR
7181,30352,1810.98,BELU,KOTA ATAMBUA,NUSA TENGGARA TIMUR
4106,17440,130.98,BELU,RAIMANUK,NUSA TENGGARA TIMUR
1741,7310,115.99,BELU,LASIOLAT,NUSA TENGGARA TIMUR
2058,8762,88.4,BELU,LAMAKNEN SELATAN,NUSA TENGGARA TIMUR
6696,27251,2371.71,BELU,ATAMBUA BARAT,NUSA TENGGARA TIMUR
6959,29476,2627.09,BELU,ATAMBUA SELATAN,NUSA TENGGARA TIMUR
1217,5144,73.85,BELU,NANAET DUABESI,NUSA TENGGARA TIMUR
14126,53166,729.0,ALOR,TELUK MUTIARA,NUSA TENGGARA TIMUR
6067,23251,54.66,ALOR,ALOR BARAT LAUT,NUSA TENGGARA TIMUR
5694,24382,211.3,ALOR,ALOR BARAT DAYA,NUSA TENGGARA TIMUR
2220,9497,39.93,ALOR,ALOR SELATAN,NUSA TENGGARA TIMUR
2001,7920,13.99,ALOR,ALOR TIMUR,NUSA TENGGARA TIMUR
2454,9739,76.25,ALOR,PANTAR,NUSA TENGGARA TIMUR
3061,12319,97.01,ALOR,ALOR TENGAH UTARA,NUSA TENGGARA TIMUR
2366,9665,48.55,ALOR,ALOR TIMUR LAUT,NUSA TENGGARA TIMUR
1632,7110,115.87,ALOR,PANTAR BARAT,NUSA TENGGARA TIMUR
2111,7898,98.37,ALOR,KABOLA,NUSA TENGGARA TIMUR
1455,5842,206.87,ALOR,PULAU PURA,NUSA TENGGARA TIMUR
1181,5310,41.72,ALOR,MATARU,NUSA TENGGARA TIMUR
780,3258,20.09,ALOR,PUREMAN,NUSA TENGGARA TIMUR
2742,11367,68.9,ALOR,PANTAR TIMUR,NUSA TENGGARA TIMUR
1130,4418,62.2,ALOR,LEMBUR,NUSA TENGGARA TIMUR
2352,10123,35.79,ALOR,PANTAR TENGAH,NUSA TENGGARA TIMUR
1126,4709,31.36,ALOR,PANTAR BARU LAUT,NUSA TENGGARA TIMUR
3476,14253,62.86,FLORES TIMUR,WULANGGITANG,NUSA TENGGARA TIMUR
3126,12575,80.5,FLORES TIMUR,TITEHENA,NUSA TENGGARA TIMUR
10190,40096,810.68,FLORES TIMUR,LARANTUKA,NUSA TENGGARA TIMUR
2672,10878,153.99,FLORES TIMUR,ILE MANDIRI,NUSA TENGGARA TIMUR
2931,13022,51.39,FLORES TIMUR,TANJUNG BUNGA,NUSA TENGGARA TIMUR
2620,10650,86.31,FLORES TIMUR,SOLOR BARAT,NUSA TENGGARA TIMUR
3831,15724,227.29,FLORES TIMUR,SOLOR TIMUR,NUSA TENGGARA TIMUR
3093,13264,155.03,FLORES TIMUR,ADONARA BARAT,NUSA TENGGARA TIMUR
2412,10264,120.07,FLORES TIMUR,WOTAN ULUMANDO,NUSA TENGGARA TIMUR
8286,31837,369.34,FLORES TIMUR,ADONARA TIMUR,NUSA TENGGARA TIMUR
4010,13386,329.22,FLORES TIMUR,KELUBAGOLIT,NUSA TENGGARA TIMUR
5610,18906,281.72,FLORES TIMUR,WITIHAMA,NUSA TENGGARA TIMUR
5138,18685,366.59,FLORES TIMUR,ILE BOLENG,NUSA TENGGARA TIMUR
1308,5199,60.58,FLORES TIMUR,DEMON PAGONG,NUSA TENGGARA TIMUR
2436,10309,115.27,FLORES TIMUR,LEWOLEMA,NUSA TENGGARA TIMUR
1988,7967,71.77,FLORES TIMUR,ILE BURA,NUSA TENGGARA TIMUR
3476,12493,192.38,FLORES TIMUR,ADONARA,NUSA TENGGARA TIMUR
3449,14109,356.74,FLORES TIMUR,ADONARA TENGAH,NUSA TENGGARA TIMUR
1511,6561,218.41,FLORES TIMUR,SOLOR SELATAN,NUSA TENGGARA TIMUR
4156,14402,176.02,SIKKA,PAGA,NUSA TENGGARA TIMUR
3134,11409,109.58,SIKKA,MEGO,NUSA TENGGARA TIMUR
3247,11306,240.25,SIKKA,LELA,NUSA TENGGARA TIMUR
5801,20876,182.59,SIKKA,NITA,NUSA TENGGARA TIMUR
8055,29565,1386.08,SIKKA,ALOK,NUSA TENGGARA TIMUR
3067,10718,263.67,SIKKA,PALUE,NUSA TENGGARA TIMUR
1918,6162,453.09,SIKKA,NELLE,NUSA TENGGARA TIMUR
6539,23257,81.83,SIKKA,TALIBURA,NUSA TENGGARA TIMUR
6954,24248,101.52,SIKKA,WAIGETE,NUSA TENGGARA TIMUR
4204,14471,640.31,SIKKA,KEWAPANTE,NUSA TENGGARA TIMUR
3640,11632,252.76,SIKKA,BOLA,NUSA TENGGARA TIMUR
3594,12948,85.52,SIKKA,MAGEPANDA,NUSA TENGGARA TIMUR
2203,8155,61.37,SIKKA,WAIBLAMA,NUSA TENGGARA TIMUR
5848,21050,425.85,SIKKA,ALOK BARAT,NUSA TENGGARA TIMUR
9464,32451,391.21,SIKKA,ALOK TIMUR,NUSA TENGGARA TIMUR
2012,6635,458.53,SIKKA,KOTING,NUSA TENGGARA TIMUR
2084,8056,91.91,SIKKA,TANA WAWO,NUSA TENGGARA TIMUR
2804,9784,534.35,SIKKA,HEWOKLOANG,NUSA TENGGARA TIMUR
5389,17826,439.28,SIKKA,KANGAE,NUSA TENGGARA TIMUR
3313,12425,224.72,SIKKA,DORENG,NUSA TENGGARA TIMUR
1886,7433,87.62,SIKKA,MAPITARA,NUSA TENGGARA TIMUR
5043,22020,115.31,ENDE,NANGAPANDA,NUSA TENGGARA TIMUR
2001,7977,751.13,ENDE,PULAU ENDE,NUSA TENGGARA TIMUR
4802,20614,121.7,ENDE,ENDE,NUSA TENGGARA TIMUR
5881,24996,1239.27,ENDE,ENDE SELATAN,NUSA TENGGARA TIMUR
2254,9041,95.07,ENDE,NDONA,NUSA TENGGARA TIMUR
3293,13738,91.83,ENDE,DETUSOKO,NUSA TENGGARA TIMUR
3616,15971,53.28,ENDE,WEWARIA,NUSA TENGGARA TIMUR
4103,16098,243.28,ENDE,WOLOWARU,NUSA TENGGARA TIMUR
1725,6281,158.37,ENDE,WOLOJITA,NUSA TENGGARA TIMUR
2298,10524,66.25,ENDE,MAUROLE,NUSA TENGGARA TIMUR
1479,6900,31.25,ENDE,MAUKARO,NUSA TENGGARA TIMUR
1830,7632,133.73,ENDE,LIO TIMUR,NUSA TENGGARA TIMUR
2408,10668,55.34,ENDE,KOTA BARU,NUSA TENGGARA TIMUR
1790,7121,128.72,ENDE,KELIMUTU,NUSA TENGGARA TIMUR
1512,7018,54.54,ENDE,DETUKELI,NUSA TENGGARA TIMUR
1306,5523,102.96,ENDE,NDONA TIMUR,NUSA TENGGARA TIMUR
1645,6271,228.2,ENDE,NDORI,NUSA TENGGARA TIMUR
4907,19247,1058.11,ENDE,ENDE UTARA,NUSA TENGGARA TIMUR
6609,26614,4526.19,ENDE,ENDE TENGAH,NUSA TENGGARA TIMUR
4936,20217,1012.37,ENDE,ENDE TIMUR,NUSA TENGGARA TIMUR
1256,5736,42.51,ENDE,LEPEMBUSU KELISOKE,NUSA TENGGARA TIMUR
2179,10193,61.02,NGADA,AIMERE,NUSA TENGGARA TIMUR
3874,18781,198.49,NGADA,GOLEWA,NUSA TENGGARA TIMUR
8836,39911,419.01,NGADA,BAJAWA,NUSA TENGGARA TIMUR
3062,14014,160.2,NGADA,SOA,NUSA TENGGARA TIMUR
3878,16620,48.92,NGADA,RIUNG,NUSA TENGGARA TIMUR
1633,7394,121.79,NGADA,JEREBUU,NUSA TENGGARA TIMUR
1972,9277,30.47,NGADA,RIUNG BARAT,NUSA TENGGARA TIMUR
2244,10084,63.73,NGADA,BAJAWA UTARA,NUSA TENGGARA TIMUR
1308,6464,32.57,NGADA,WOLOMEZE,NUSA TENGGARA TIMUR
2660,12242,141.53,NGADA,GOLEWA SELATAN,NUSA TENGGARA TIMUR
2396,11370,162.75,NGADA,GOLEWA BARAT,NUSA TENGGARA TIMUR
1811,8353,129.26,NGADA,INERIE,NUSA TENGGARA TIMUR
6810,28757,467.75,MANGGARAI,WAE RII,NUSA TENGGARA TIMUR
9802,41792,1.2,MANGGARAI,RUTENG,NUSA TENGGARA TIMUR
7917,34319,140.14,MANGGARAI,SATAR MESE,NUSA TENGGARA TIMUR
6630,25877,234.52,MANGGARAI,CIBAL,NUSA TENGGARA TIMUR
4997,19259,170.71,MANGGARAI,REOK,NUSA TENGGARA TIMUR
16304,63510,985.11,MANGGARAI,LANGKE REMBONG,NUSA TENGGARA TIMUR
5402,20734,140.23,MANGGARAI,SATAR MESE BARAT,NUSA TENGGARA TIMUR
6077,24583,354.53,MANGGARAI,RAHONG UTARA,NUSA TENGGARA TIMUR
3353,13306,250.25,MANGGARAI,LELAK,NUSA TENGGARA TIMUR
3624,14879,63.17,MANGGARAI,REOK BARAT,NUSA TENGGARA TIMUR
3548,15234,173.45,MANGGARAI,CIBAL BARAT,NUSA TENGGARA TIMUR
4047,15865,194.83,MANGGARAI,SATAR MESE UTARA,NUSA TENGGARA TIMUR
8371,34906,172.52,SUMBA TIMUR,KOTA WAINGAPU,NUSA TENGGARA TIMUR
1441,6133,11.78,SUMBA TIMUR,HAHARU,NUSA TENGGARA TIMUR
3425,15322,49.68,SUMBA TIMUR,LEWA,NUSA TENGGARA TIMUR
2030,9142,22.79,SUMBA TIMUR,NGGAHA ORI ANGU,NUSA TENGGARA TIMUR
2159,9246,17.0,SUMBA TIMUR,TABUNDUNG,NUSA TENGGARA TIMUR
1570,6925,28.92,SUMBA TIMUR,PINU PAHAR,NUSA TENGGARA TIMUR
3547,15748,33.0,SUMBA TIMUR,PANDAWAI,NUSA TENGGARA TIMUR
3990,17020,54.37,SUMBA TIMUR,UMALULU,NUSA TENGGARA TIMUR
1901,8397,19.98,SUMBA TIMUR,RINDI,NUSA TENGGARA TIMUR
2905,12435,29.45,SUMBA TIMUR,PAHUNGA LODU,NUSA TENGGARA TIMUR
1681,7471,34.14,SUMBA TIMUR,WULLA WAIJELU,NUSA TENGGARA TIMUR
1310,5919,33.74,SUMBA TIMUR,PABERIWAI,NUSA TENGGARA TIMUR
1715,7694,21.45,SUMBA TIMUR,KARERA,NUSA TENGGARA TIMUR
2021,8617,19.94,SUMBA TIMUR,KAHAUNGU ETI,NUSA TENGGARA TIMUR
1335,6181,18.75,SUMBA TIMUR,MATAWAI LA PAWU,NUSA TENGGARA TIMUR
7457,32530,403.05,SUMBA TIMUR,KAMBERA,NUSA TENGGARA TIMUR
893,3883,9.98,SUMBA TIMUR,KAMBATA MAPAMBUHANG,NUSA TENGGARA TIMUR
1474,6616,19.87,SUMBA TIMUR,LEWA TIDAHU,NUSA TENGGARA TIMUR
927,3909,12.11,SUMBA TIMUR,KATALA HAMU LINGU,NUSA TENGGARA TIMUR
2240,9993,30.31,SUMBA TIMUR,KANATANG,NUSA TENGGARA TIMUR
1169,4960,22.1,SUMBA TIMUR,NGADU NGALA,NUSA TENGGARA TIMUR
1035,4072,26.57,SUMBA TIMUR,MAHU,NUSA TENGGARA TIMUR
4313,20583,156.06,SUMBA BARAT,TANA RIGHU,NUSA TENGGARA TIMUR
8195,35810,277.58,SUMBA BARAT,LOLI,NUSA TENGGARA TIMUR
4529,18815,133.25,SUMBA BARAT,WANOKAKA,NUSA TENGGARA TIMUR
5360,22381,206.11,SUMBA BARAT,LAMBOYA,NUSA TENGGARA TIMUR
9546,38025,577.54,SUMBA BARAT,KOTA WAIKABUBAK,NUSA TENGGARA TIMUR
2369,9447,61.39,SUMBA BARAT,LABOYA BARAT,NUSA TENGGARA TIMUR
2560,9448,66.2,LEMBATA,NAGA WUTUNG,NUSA TENGGARA TIMUR
2231,7343,37.54,LEMBATA,ATADEI,NUSA TENGGARA TIMUR
3647,12730,130.73,LEMBATA,ILE APE,NUSA TENGGARA TIMUR
2537,9106,40.58,LEMBATA,LEBATUKAN,NUSA TENGGARA TIMUR
10107,39534,274.6,LEMBATA,NUBATUKAN,NUSA TENGGARA TIMUR
5209,18930,91.5,LEMBATA,OMESURI,NUSA TENGGARA TIMUR
5778,21635,175.41,LEMBATA,BUYASURI,NUSA TENGGARA TIMUR
2540,8769,79.56,LEMBATA,WULANDONI,NUSA TENGGARA TIMUR
1667,6057,144.73,LEMBATA,ILE APE TIMUR,NUSA TENGGARA TIMUR
5402,23127,166.11,ROTE NDAO,ROTE BARAT DAYA,NUSA TENGGARA TIMUR
6053,26208,144.05,ROTE NDAO,ROTE BARAT LAUT,NUSA TENGGARA TIMUR
7470,30342,199.3,ROTE NDAO,LOBALAIN,NUSA TENGGARA TIMUR
2402,9320,51.46,ROTE NDAO,ROTE TENGAH,NUSA TENGGARA TIMUR
3748,14641,83.71,ROTE NDAO,PANTAI BARU,NUSA TENGGARA TIMUR
3761,14597,120.24,ROTE NDAO,ROTE TIMUR,NUSA TENGGARA TIMUR
2244,9004,87.02,ROTE NDAO,ROTE BARAT,NUSA TENGGARA TIMUR
1674,6495,88.37,ROTE NDAO,ROTE  SELATAN,NUSA TENGGARA TIMUR
1186,4244,246.03,ROTE NDAO,NDAO NUSE,NUSA TENGGARA TIMUR
1496,5607,30.01,ROTE NDAO,LANDU LEKO,NUSA TENGGARA TIMUR
7503,31917,72.34,MANGGARAI BARAT,MACANG PACAR,NUSA TENGGARA TIMUR
6068,25375,263.12,MANGGARAI BARAT,KUWUS,NUSA TENGGARA TIMUR
8352,34275,171.03,MANGGARAI BARAT,LEMBOR,NUSA TENGGARA TIMUR
3803,14783,47.85,MANGGARAI BARAT,SANO NGGOANG,NUSA TENGGARA TIMUR
13487,51064,51.47,MANGGARAI BARAT,KOMODO,NUSA TENGGARA TIMUR
4667,19275,64.24,MANGGARAI BARAT,BOLENG,NUSA TENGGARA TIMUR
4751,21474,137.2,MANGGARAI BARAT,WELAK,NUSA TENGGARA TIMUR
4602,20483,162.41,MANGGARAI BARAT,NDOSO,NUSA TENGGARA TIMUR
5801,24429,65.05,MANGGARAI BARAT,LEMBOR SELATAN,NUSA TENGGARA TIMUR
3356,13416,63.96,MANGGARAI BARAT,MBELILING,NUSA TENGGARA TIMUR
9289,41860,97.06,NAGEKEO,AESESA,NUSA TENGGARA TIMUR
5293,22029,88.29,NAGEKEO,NANGARORO,NUSA TENGGARA TIMUR
8822,41125,113.13,NAGEKEO,BOAWAE,NUSA TENGGARA TIMUR
5903,25649,236.57,NAGEKEO,MAUPONGGO,NUSA TENGGARA TIMUR
1326,5948,35.87,NAGEKEO,WOLOWAE,NUSA TENGGARA TIMUR
3823,16098,244.46,NAGEKEO,KEO TENGAH,NUSA TENGGARA TIMUR
1508,7471,83.03,NAGEKEO,AESESA SELATAN,NUSA TENGGARA TIMUR
3270,12845,182.79,SUMBA TENGAH,KATIKU TANA,NUSA TENGGARA TIMUR
5057,20569,71.2,SUMBA TENGAH,UMBU RATU NGGAY BARAT,NUSA TENGGARA TIMUR
4679,18944,56.66,SUMBA TENGAH,MAMBORO,NUSA TENGGARA TIMUR
4379,16601,21.07,SUMBA TENGAH,UMBU RATU NGGAY,NUSA TENGGARA TIMUR
4029,15215,39.63,SUMBA TENGAH,KATIKU TANA SELATAN,NUSA TENGGARA TIMUR
3467,15352,107.89,SUMBA BARAT DAYA,LOURA,NUSA TENGGARA TIMUR
2390,10295,204.92,SUMBA BARAT DAYA,WEWEWA UTARA,NUSA TENGGARA TIMUR
5389,25566,167.13,SUMBA BARAT DAYA,WEWEWA TIMUR,NUSA TENGGARA TIMUR
9274,43543,312.47,SUMBA BARAT DAYA,WEWEWA BARAT,NUSA TENGGARA TIMUR
6060,26958,147.3,SUMBA BARAT DAYA,WEWEWA SELATAN,NUSA TENGGARA TIMUR
4870,23126,332.94,SUMBA BARAT DAYA,KODI BANGEDO,NUSA TENGGARA TIMUR
6718,32603,424.52,SUMBA BARAT DAYA,KODI,NUSA TENGGARA TIMUR
10838,51676,231.86,SUMBA BARAT DAYA,KODI UTARA,NUSA TENGGARA TIMUR
8493,36811,214.28,SUMBA BARAT DAYA,KOTA TAMBOLAKA,NUSA TENGGARA TIMUR
6417,31874,311.51,SUMBA BARAT DAYA,WEWEWA TENGAH,NUSA TENGGARA TIMUR
2135,9527,71.08,SUMBA BARAT DAYA,KODI BALAGHAR,NUSA TENGGARA TIMUR
9686,38831,220.34,MANGGARAI TIMUR,BORONG,NUSA TENGGARA TIMUR
8484,33163,262.53,MANGGARAI TIMUR,POCO RANAKA,NUSA TENGGARA TIMUR
8283,31265,77.5,MANGGARAI TIMUR,LAMBA LEDA,NUSA TENGGARA TIMUR
7211,25361,67.23,MANGGARAI TIMUR,SAMBI RAMPAS,NUSA TENGGARA TIMUR
3774,14421,51.87,MANGGARAI TIMUR,ELAR,NUSA TENGGARA TIMUR
12470,49466,94.44,MANGGARAI TIMUR,KOTA KOMBA,NUSA TENGGARA TIMUR
6507,27266,125.34,MANGGARAI TIMUR,RANA MESE,NUSA TENGGARA TIMUR
6904,26134,249.56,MANGGARAI TIMUR,POCO RANAKA TIMUR,NUSA TENGGARA TIMUR
4275,16699,67.12,MANGGARAI TIMUR,ELAR SELATAN,NUSA TENGGARA TIMUR
7592,32512,169.63,SABU RAIJUA,SABU BARAT,NUSA TENGGARA TIMUR
2276,9924,147.11,SABU RAIJUA,SABU TENGAH,NUSA TENGGARA TIMUR
2500,10237,195.21,SABU RAIJUA,SABU TIMUR,NUSA TENGGARA TIMUR
3044,11688,195.09,SABU RAIJUA,SABU LIAE,NUSA TENGGARA TIMUR
4273,18617,286.64,SABU RAIJUA,HAWU MEHARA,NUSA TENGGARA TIMUR
2871,10013,247.66,SABU RAIJUA,RAIJUA,NUSA TENGGARA TIMUR
8929,36122,224.14,MALAKA,MALAKA TENGAH,NUSA TENGGARA TIMUR
5388,21953,300.64,MALAKA,MALAKA BARAT,NUSA TENGGARA TIMUR
5818,21895,306.57,MALAKA,WEWIKU,NUSA TENGGARA TIMUR
5735,22128,313.25,MALAKA,WELIMAN,NUSA TENGGARA TIMUR
3447,13698,112.35,MALAKA,RINHAT,NUSA TENGGARA TIMUR
2267,8967,155.17,MALAKA,IO KUFEU,NUSA TENGGARA TIMUR
2153,8914,124.79,MALAKA,SASITAMEAN,NUSA TENGGARA TIMUR
3480,14274,137.61,MALAKA,LAENMANEN,NUSA TENGGARA TIMUR
2444,10083,125.15,MALAKA,MALAKA TIMUR,NUSA TENGGARA TIMUR
1935,7120,62.05,MALAKA,KOBALIMA TIMUR,NUSA TENGGARA TIMUR
4486,18611,104.53,MALAKA,KOBALIMA,NUSA TENGGARA TIMUR
1641,6796,157.79,MALAKA,BOTIN LEOBELE,NUSA TENGGARA TIMUR
17322,67001,1018.41,KOTA KUPANG,ALAK,NUSA TENGGARA TIMUR
22598,90703,1643.17,KOTA KUPANG,MAULAFA,NUSA TENGGARA TIMUR
20166,73656,4623.73,KOTA KUPANG,KELAPA LIMA,NUSA TENGGARA TIMUR
26879,102719,6780.13,KOTA KUPANG,OEBOBO,NUSA TENGGARA TIMUR
17248,63494,9519.34,KOTA KUPANG,KOTA RAJA,NUSA TENGGARA TIMUR
11630,40432,1.38,KOTA KUPANG,KOTA LAMA,NUSA TENGGARA TIMUR
15191,54404,217.85,SAMBAS,SAMBAS,KALIMANTAN BARAT
20056,71485,184.24,SAMBAS,TELUK KERAMAT,KALIMANTAN BARAT
12603,45301,243.33,SAMBAS,JAWAI,KALIMANTAN BARAT
21857,79199,152.38,SAMBAS,TEBAS,KALIMANTAN BARAT
14687,54503,581.12,SAMBAS,PEMANGKAT,KALIMANTAN BARAT
7810,27823,45.68,SAMBAS,SEJANGKUNG,KALIMANTAN BARAT
11453,39769,374.4,SAMBAS,SELAKAU,KALIMANTAN BARAT
8756,29941,40.11,SAMBAS,PALOH,KALIMANTAN BARAT
2751,11572,12.85,SAMBAS,SAJINGAN BESAR,KALIMANTAN BARAT
7019,24617,38.59,SAMBAS,SUBAH,KALIMANTAN BARAT
7053,24657,56.21,SAMBAS,GALING,KALIMANTAN BARAT
5073,18008,225.52,SAMBAS,TEKARANG,KALIMANTAN BARAT
9120,31285,396.77,SAMBAS,SEMPARUK,KALIMANTAN BARAT
3901,14167,127.98,SAMBAS,SAJAD,KALIMANTAN BARAT
5877,21114,135.22,SAMBAS,SEBAWI,KALIMANTAN BARAT
6498,23487,224.89,SAMBAS,JAWAI SELATAN,KALIMANTAN BARAT
8256,27264,185.48,SAMBAS,TANGARAN,KALIMANTAN BARAT
5754,19698,341.33,SAMBAS,SALATIGA,KALIMANTAN BARAT
4129,13571,69.55,SAMBAS,SELAKAU TIMUR,KALIMANTAN BARAT
10962,39280,172.54,MEMPAWAH,MEMPAWAH HILIR,KALIMANTAN BARAT
5407,20491,110.59,MEMPAWAH,TOHO,KALIMANTAN BARAT
17572,64185,348.85,MEMPAWAH,SUNGAI PINYUH,KALIMANTAN BARAT
14511,50919,193.29,MEMPAWAH,SIANTAN,KALIMANTAN BARAT
8983,29837,187.77,MEMPAWAH,SUNGAI KUNYIT,KALIMANTAN BARAT
7665,27192,81.43,MEMPAWAH,SEGEDONG,KALIMANTAN BARAT
6522,21868,125.17,MEMPAWAH,ANJONGAN,KALIMANTAN BARAT
3149,12200,31.37,MEMPAWAH,SADANIANG,KALIMANTAN BARAT
10475,35743,410.46,MEMPAWAH,MEMPAWAH TIMUR,KALIMANTAN BARAT
23509,79747,51.1,SANGGAU,KAPUAS,KALIMANTAN BARAT
5848,19936,38.76,SANGGAU,MUKOK,KALIMANTAN BARAT
2753,10455,19.15,SANGGAU,NOYAN,KALIMANTAN BARAT
6662,25282,15.27,SANGGAU,JANGKANG,KALIMANTAN BARAT
5973,21661,27.92,SANGGAU,BONTI,KALIMANTAN BARAT
3098,11148,25.38,SANGGAU,BEDUAI,KALIMANTAN BARAT
11980,39788,60.89,SANGGAU,SEKAYAM,KALIMANTAN BARAT
10331,33272,55.26,SANGGAU,KEMBAYAN,KALIMANTAN BARAT
12719,40518,53.11,SANGGAU,PARINDU,KALIMANTAN BARAT
12234,40921,55.79,SANGGAU,TAYAN HULU,KALIMANTAN BARAT
11898,38155,32.68,SANGGAU,TAYAN HILIR,KALIMANTAN BARAT
9988,32129,94.68,SANGGAU,BALAI,KALIMANTAN BARAT
4874,15395,14.98,SANGGAU,TOBA,KALIMANTAN BARAT
17038,53741,40.45,SANGGAU,MELIAU,KALIMANTAN BARAT
6077,20352,31.04,SANGGAU,ENTIKONG,KALIMANTAN BARAT
5629,19895,22.36,KETAPANG,MATAN HILIR UTARA,KALIMANTAN BARAT
5193,16976,15.42,KETAPANG,MARAU,KALIMANTAN BARAT
11430,37390,24.41,KETAPANG,MANIS MATA,KALIMANTAN BARAT
16226,53342,10.38,KETAPANG,KENDAWANGAN,KALIMANTAN BARAT
9254,32372,32.82,KETAPANG,SANDAI,KALIMANTAN BARAT
5233,18672,14.17,KETAPANG,SUNGAI LAUR,KALIMANTAN BARAT
10222,37662,16.87,KETAPANG,SIMPANG HULU,KALIMANTAN BARAT
10407,35369,13.86,KETAPANG,NANGA TAYAP,KALIMANTAN BARAT
13167,42221,25.03,KETAPANG,MATAN HILIR SELATAN,KALIMANTAN BARAT
8972,30369,33.59,KETAPANG,TUMBANG TITI,KALIMANTAN BARAT
6277,20569,15.28,KETAPANG,JELAI HULU,KALIMANTAN BARAT
27701,94815,1490.8,KETAPANG,DELTA PAWAN,KALIMANTAN BARAT
5709,18637,35.15,KETAPANG,MUARA PAWAN,KALIMANTAN BARAT
13863,46214,111.58,KETAPANG,BENUA KAYONG,KALIMANTAN BARAT
3868,14596,2.3,KETAPANG,HULU SUNGAI,KALIMANTAN BARAT
2508,9357,11.05,KETAPANG,SIMPANG DUA,KALIMANTAN BARAT
6672,21089,35.73,KETAPANG,AIR UPAS,KALIMANTAN BARAT
2515,8389,16.88,KETAPANG,SINGKUP,KALIMANTAN BARAT
1853,6087,19.1,KETAPANG,PEMAHAN,KALIMANTAN BARAT
4301,14512,31.48,KETAPANG,SUNGAI MELAYU RAYAK,KALIMANTAN BARAT
20232,72115,217.54,SINTANG,SINTANG,KALIMANTAN BARAT
8315,28987,35.69,SINTANG,TEMPUNAK,KALIMANTAN BARAT
13832,50308,32.58,SINTANG,SEPAUK,KALIMANTAN BARAT
5658,21979,13.56,SINTANG,KETUNGAU HILIR,KALIMANTAN BARAT
7099,28102,13.93,SINTANG,KETUNGAU TENGAH,KALIMANTAN BARAT
5460,20602,10.31,SINTANG,KETUNGAU HULU,KALIMANTAN BARAT
8230,28082,45.45,SINTANG,DEDAI,KALIMANTAN BARAT
7172,25930,22.93,SINTANG,KAYAN HILIR,KALIMANTAN BARAT
6252,23378,12.83,SINTANG,KAYAN HULU,KALIMANTAN BARAT
